id,job_title,career_level,experience_level,education_level,skills
163,Digital and Social Media Executive (Travel & Lifestyle PR),Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['social medium', 'social medium campaign', 'marketing channel', 'database development', 'content design', 'digital marketing', 'social medium trend', 'google analytic', 'web analytic', 'analytical skill', 'write english', 'content marketing', 'marketing communication', 'content management', 'problem solve', 'customer relationship building', 'relationship building', 'hospitality', 'energetic', 'manage', 'creative', 'social', 'brand', 'collaboration', 'managing marketing', 'research', 'management', 'creativity', 'integrated', 'communicate', 'planning', 'managing', 'pinterest', 'editing', 'coordination', 'reading', 'track', 'collaborate', 'english']"
164,Senior Application Integration,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['information technology', 'cloud application', 'business operation', 'software engineering', 'problem solve', 'big datum', 'extract transform load', 'data retention', 'software development', 'computer science', 'web application', 'web application development', 'application development', 'technical documentation', 'sequence diagram', 'component diagram', 'time management', 'distribute computing', 'node js', 'web service', 'low latency', 'continuous integration', 'etl', 'api', 'application integration', 'devops', 'software developer', 'leadership', 'use cases', 'verbal communication', 'planning', 'governance', 'r', 'prototype', 'creatively', 'integrate', 'high performance', 'developed software', 'web app', 'bahasa', 'english business', 'writing technical', 'flow charts', 'swim', 'developing application', 'application cloud', 'web technology', 'backend', 'java', 'javascript', 'node', 'angular', 'react', 'prioritized', 'visual studio', 'nosql', 'mariadb', 'hbase', 'cassandra', 'mongodb', 'git', 'automated']"
165,Depo & Ranger Officer,Lulusan baru/Pengalaman kerja kurang dari 1 tahun,,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['feasibility study', 'functional specification', 'problem solve', 'microsoft office', 'operational', 'project']"
167,IT STAFF,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['software maintenance', 'html', 'css', 'android', 'php', 'mysql', 'javascript', 'laravel', 'codeigniter', 'troubleshooting']"
169,Learning & Development Staff (Trainer),Pegawai (non-manajemen & non-supervisor),2 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['team performance', 'english', 'bahasa', 'collaborative']"
172,Sales Marketing & Accounting,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['balance sheet', 'income statement', 'sales', 'business plans', 'english', 'writing', 'communication', 'negotiation', 'innovative', 'accounting', 'finance']"
174,"Senior Financial Advisor (Bancassurance) - JAKARTA PUSAT, PONDOK KELAPA, CIKINI, THAMRIN",Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['management development', 'sales', 'bank', 'tablet']"
177,.NET Developer,Tidak Terspesifikasi,,Tidak terspesifikasi,"['development testing', 'problem solve', 'application dependency', 'computer science', 'asp net', 'css', 'html', 'xml', 'c', 'analytical']"
181,Finance & Accounting Tax,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['research and development', 'corporate tax', 'accounting management', 'performance improvement', 'accounting', 'sales', 'purchases', 'business system', 'operational expenses', 'coordinate', 'financing', 'finance', 'accounting corporate', 'bahasa', 'english business', 'reading', 'audit reports', 'communication', 'health clinics', 'infrastructure', 'business solutions', 'r']"
182,Site Surveyor,Pegawai (non-manajemen & non-supervisor),5 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['field survey', 'problem solve', 'computer science', 'architectural design', 'read', 'drawings architectural', 'survey', 'instruments', 'supervise', 'staking', 'project manager', 'manager requirements', 'machinery', 'communication', 'analytical', 'english', 'communicate', 'construction', 'textile', 'm', 'floor', 'subsidies', 'installation', 'decoration', 'engineering fire engineering', 'restructuring', 'financing']"
183,Network Monitoring,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['network monitoring', 'network routing', 'lan', 'mpls', 'troubleshooting', 'switch', 'alarm system']"
186,PPIC,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['paper print', 'microsoft excel', 'brand', 'booking', 'file', 'accounting', 'memo', 'finance', 'textile']"
189,Accounting Staff,Supervisor/Koordinator,1 tahun,Sarjana (S1),"['tax accounting', 'financial analysis', 'cost accounting', 'economics', 'finance', 'accountancy', 'banking', 'teamwork', 'english', 'bahasa']"
191,Compliance - Risk Management (Major in Statistics): Supervisor - Assistant Manager – Manager,Manajer/Asisten Manajer,4 tahun,Sarjana (S1),"['risk management', 'statistical method', 'mathematical analysis', 'risk analysis', 'financial datum', 'risk governance', 'business partner', 'gap analysis', 'law enforcement', 'apply mathematic', 'financial accounting', 'accounting management', 'management accounting', 'internal control', 'trend analysis', 'reach', 'case', 'manager', 'supervise', 'integrated', 'governance risk compliance', 'structured working', 'applying statistical', 'analytical', 'designed programs', 'programs execute', 'statistical mathematical', 'risk indicators', 'statistical models', 'models related', 'risk profile', 'collecting', 'supervising', 'business plan', 'presentation', 'management', 'education program', 'suspicious activities', 'government', 'operation', 'punctual', 'anti money', 'financing', 'automate', 'execute', 'reliability', 'analysis programs', 'validate', 'suspicious report', 'investigation', 'cooperation', 'customer data', 'plan', 'design inform', 'statistic', 'anti', 'r', 'english', 'patience']"
192,Customer Relationship Management Executive,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['customer service', 'problem solve', 'microsoft office', 'crm', 'bridge', 'comment', 'social medias', 'vouchers', 'edit', 'verbal communication', 'bahasa', 'negotiating', 'basic microsoft']"
193,IT Support Staff,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['microsoft office', 'lan', 'linux', 'troubleshooting']"
194,IT Support,Supervisor/Koordinator,2 tahun,Tidak terspesifikasi,"['data center', 'asset management', 'preventive maintenance', 'corrective maintenance', 'network monitoring', 'maintenance data', 'data storage', 'procurement', 'install', 'scripting', 'linux', 'ubuntu', 'troubleshooting']"
196,IT Infrastructure and Delivery Support,Supervisor/Koordinator,3 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['it infrastructure', 'asset management', 'service delivery', 'itil certification', 'active directory', 'application server', 'email management', 'user profile', 'linux server', 'dns', 'mcsa', 'erp', 'technology transitions', 'infrastructure', 'internal standard', 'ad', 'manage', 'collaboration', 'virtualization', 'proxmox', 'windows server', 'development program']"
197,Apoteker Penanggung Jawab (Store Manager) Tebet,Supervisor/Koordinator,3 tahun,Sarjana (S1),"['analytical thinking', 'operational', 'leadership', 'communication service', 'negotiation']"
198,Business Development,Manajer/Asisten Manajer,3 tahun,Sarjana (S1),"['computer science', 'information technology', 'information system', 'business marketing', 'digital integration', 'write communication', 'digital marketing', 'marketing strategy', 'performance report', 'case', 'management', 'creative', 'multimedia', 'sales', 'consultant', 'development application', 'development custom', 'track', 'negotiation', 'presentation', 'english', 'government', 'plan', 'manage resources', 'adapt', 'managing', 'new business', 'coordination', 'quotations', 'presentations', 'value analysis', 'negotiate prices', 'bids', 'professional', 'business plan', 'procurements']"
199,Recruitment Staff,Pegawai (non-manajemen & non-supervisor),,Sarjana (S1),"['mobile phone', 'tools managing', 'closing', 'operations', 'communication skills']"
200,Product Owner - Retail Loan,Tidak Terspesifikasi,,Tidak terspesifikasi,"['product management', 'financial institution', 'business development', 'managing operational', 'product development', 'development process', 'new products', 'banking', 'added', 'agile']"
204,Supervisor Maintenance,Supervisor/Koordinator,5 tahun,Sarjana (S1),"['preventive maintenance', 'production process', 'repairing', 'electricity', 'engine control', 'engine system', 'planning', 'electrical', 'operate', 'communicate', 'english', 'communication skills', 'leadership', 'teamwork']"
207,Recruitment Staff,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['time management', 'source', 'onboarding', 'new hire', 'closing', 'making decisions', 'sourcing', 'communicate']"
208,Teknisi Maintenance (Sipil),Pegawai (non-manajemen & non-supervisor),5 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['preventive maintenance', 'shift', 'boiler', 'schedule']"
209,Content Creator,Pegawai (non-manajemen & non-supervisor),2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['decision make', 'creative', 'innovative', 'sales', 'management']"
214,Utility & Environmental Assistant Manager,Manajer/Asisten Manajer,10 tahun,Tidak terspesifikasi,"['water treatment', 'wastewater treatment plant', 'waste management', 'environmental monitoring', 'chemical engineering', 'paper mill', 'operation', 'manage', 'boilers', 'compressors', 'licenses', 'safe', 'managing', 'license', 'government', 'consultant', 'communication', 'negotiations', 'cross functional', 'communicate', 'english']"
217,AREA SALES MANAGER OTC,Supervisor/Koordinator,3 tahun,Sarjana (S1),"['goal set', 'write english', 'microsoft office', 'reach', 'sales', 'targets', 'base servicing', 'customer servicing', 'training sales', 'accounts', 'pharmaceutical', 'sales retail', 'leadership', 'creative', 'operate', 'negotiation']"
219,Senior Business Consultant (IT Software),Supervisor/Koordinator,4 tahun,"Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['research and development', 'functional requirement', 'test script', 'user guide', 'functional testing', 'software testing', 'computer science', 'information technology', 'general insurance', 'detail orient', 'innovative', 'manage', 'user requirements', 'presentations', 'documenting requirement', 'requirement functional', 'develop test', 'test manager', 'develop software', 'r', 'improve performance', 'productivity requirements', 'business management', 'engineering computer', 'consulting', 'communication skills', 'english', 'added', 'programming', 'insurance life insurance', 'banking', 'creative']"
220,Corporate Lawyer,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['intellectual property', 'corporate law', 'contract law', 'tax law', 'property right', 'consult', 'legal processes', 'mergers acquisitions', 'securities', 'lawsuits', 'patents', 'guard', 'draft', 'law', 'bankruptcy', 'licensing', 'zoning', 'english']"
221,Sales Executive Lampung,Pegawai (non-manajemen & non-supervisor),1 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1)","['microsoft office', 'insurance sale', 'executing', 'sales', 'mapping', 'social', 'logistics', 'presentations', 'communications', 'innovative', 'management', 'bahasa', 'persistence', 'oriented achiever', 'financing', 'banking', 'credit card']"
222,Area Sales & Promotion MANAGER,Manajer/Asisten Manajer,2 tahun,"Sertifikat Professional, D3 (Diploma), D4 (Diploma), Sarjana (S1), Diploma Pascasarjana, Gelar Professional, Magister (S2)","['program', 'plan', 'forecast', 'sales manager', 'supermarkets', 'hypermarkets', 'cosmetic']"
223,SECURITY ENGINEER,Pegawai (non-manajemen & non-supervisor),1 tahun,Sarjana (S1),"['network security', 'network monitoring', 'security system', 'intrusion detection system', 'project implementation', 'engineering computer', 'system security', 'communication', 'firewalls palo alto', 'anti virus', 'management', 'management content', 'content filtering', 'coordination', 'troubleshooting']"
224,Sales Engineer (South Sumatera & up ),Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['customer service', 'order processing', 'welding', 'plans', 'schedules', 'targets', 'sales', 'accounts', 'collection', 'mechanical', 'metallurgy', 'english written']"
225,Graphic Designer,Pegawai (non-manajemen & non-supervisor),2 tahun,Sarjana (S1),"['social medium', 'graphic design', 'digital medium', 'adobe creative suite', 'write communication', 'innovative', 'collaborates', 'brand', 'plans', 'manage', 'collaborative', 'graphic designer', 'advertising digital', 'arts digital', 'indesign', 'illustrator', 'editing', 'translate', 'conceptual', 'creative', 'presentations', 'communicate', 'leadership', 'social', 'illustration', 'photography', 'videography']"
